"STATEFP","COUNTYFP","TRACTCE","GEOID","NAME","NAMELSAD","MTFCC","FUNCSTAT","ALAND","AWATER","INTPTLAT","INTPTLON","row_num","st_fips","cnty_fips","tract_fips","name","tract_pop_cur","tract_ASU_clf","tract_ASU_emp","tract_ASU_unemp","tract_ASU_urate","ur","asunum"
"32","003","000204","32003000204","2.04","Census Tract 2.04","G5020","S",1738371,0,"+36.1525567","-115.1667431",303,"32","003","000204","Census Tract 2.04, Clark County, NV",978,765,742,23,3,3.00653594771242,1
"32","003","000301","32003000301","3.01","Census Tract 3.01","G5020","S",3657040,0,"+36.1777598","-115.1511921",355,"32","003","000301","Census Tract 3.01, Clark County, NV",3072,1359,1223,136,10,10.0073583517292,1
"32","003","000302","32003000302","3.02","Census Tract 3.02","G5020","S",2309196,0,"+36.1880187","-115.1588665",304,"32","003","000302","Census Tract 3.02, Clark County, NV",5320,1774,1556,218,12.3,12.2886133032694,1
"32","003","000401","32003000401","4.01","Census Tract 4.01","G5020","S",933885,0,"+36.1820491","-115.1381920",180,"32","003","000401","Census Tract 4.01, Clark County, NV",2526,894,682,212,23.7,23.7136465324385,1
"32","003","000402","32003000402","4.02","Census Tract 4.02","G5020","S",1382724,0,"+36.1809239","-115.1299765",221,"32","003","000402","Census Tract 4.02, Clark County, NV",3348,1535,1412,123,8,8.01302931596091,1
"32","003","000403","32003000403","4.03","Census Tract 4.03","G5020","S",654832,0,"+36.1708341","-115.1299149",572,"32","003","000403","Census Tract 4.03, Clark County, NV",2375,855,825,30,3.5,3.50877192982456,1
"32","003","000510","32003000510","5.10","Census Tract 5.10","G5020","S",1144317,0,"+36.1804178","-115.1203006",379,"32","003","000510","Census Tract 5.10, Clark County, NV",5408,2911,2771,140,4.8,4.80934386808657,1
"32","003","000513","32003000513","5.13","Census Tract 5.13","G5020","S",1324072,0,"+36.1848434","-115.0712429",377,"32","003","000513","Census Tract 5.13, Clark County, NV",3759,1509,1455,54,3.6,3.57852882703777,1
"32","003","000514","32003000514","5.14","Census Tract 5.14","G5020","S",1913109,0,"+36.1772512","-115.0933559",385,"32","003","000514","Census Tract 5.14, Clark County, NV",5999,2202,2061,141,6.4,6.40326975476839,1
"32","003","000515","32003000515","5.15","Census Tract 5.15","G5020","S",1339509,0,"+36.1774514","-115.0713165",386,"32","003","000515","Census Tract 5.15, Clark County, NV",5204,2352,2253,99,4.2,4.20918367346939,1
"32","003","000516","32003000516","5.16","Census Tract 5.16","G5020","S",1831624,0,"+36.1698653","-115.0930999",388,"32","003","000516","Census Tract 5.16, Clark County, NV",5942,1868,1805,63,3.4,3.37259100642398,1
"32","003","000517","32003000517","5.17","Census Tract 5.17","G5020","S",1340136,0,"+36.1700826","-115.0712619",373,"32","003","000517","Census Tract 5.17, Clark County, NV",5390,2171,2066,105,4.8,4.83648088438508,1
"32","003","000518","32003000518","5.18","Census Tract 5.18","G5020","S",1829769,0,"+36.1625578","-115.0929382",317,"32","003","000518","Census Tract 5.18, Clark County, NV",5812,2589,2479,110,4.2,4.24874468906914,1
"32","003","000519","32003000519","5.19","Census Tract 5.19","G5020","S",1330621,0,"+36.1627442","-115.0712758",308,"32","003","000519","Census Tract 5.19, Clark County, NV",5286,2449,2155,294,12,12.004899959167,1
"32","003","000520","32003000520","5.20","Census Tract 5.20","G5020","S",558061,0,"+36.1708821","-115.1205699",251,"32","003","000520","Census Tract 5.20, Clark County, NV",2028,955,930,25,2.6,2.61780104712042,1
"32","003","000521","32003000521","5.21","Census Tract 5.21","G5020","S",819539,0,"+36.1633842","-115.1204933",570,"32","003","000521","Census Tract 5.21, Clark County, NV",4059,1340,1229,111,8.3,8.28358208955224,1
"32","003","000522","32003000522","5.22","Census Tract 5.22","G5020","S",612293,0,"+36.1708266","-115.1108384",252,"32","003","000522","Census Tract 5.22, Clark County, NV",3287,1278,1101,177,13.8,13.849765258216,1
"32","003","000523","32003000523","5.23","Census Tract 5.23","G5020","S",934222,0,"+36.1633452","-115.1107252",571,"32","003","000523","Census Tract 5.23, Clark County, NV",2920,1047,1000,47,4.5,4.48901623686724,1
"32","003","000524","32003000524","5.24","Census Tract 5.24","G5020","S",718408,0,"+36.1773265","-115.1111878",576,"32","003","000524","Census Tract 5.24, Clark County, NV",2540,852,814,38,4.5,4.46009389671362,1
"32","003","000525","32003000525","5.25","Census Tract 5.25","G5020","S",642634,0,"+36.1847708","-115.1116581",575,"32","003","000525","Census Tract 5.25, Clark County, NV",2935,1292,1201,91,7,7.04334365325077,1
"32","003","000526","32003000526","5.26","Census Tract 5.26","G5020","S",646616,0,"+36.1845885","-115.1027620",481,"32","003","000526","Census Tract 5.26, Clark County, NV",2934,1297,1242,55,4.2,4.24055512721665,1
"32","003","000527","32003000527","5.27","Census Tract 5.27","G5020","S",766167,0,"+36.1837609","-115.0921158",181,"32","003","000527","Census Tract 5.27, Clark County, NV",3641,1661,1579,82,4.9,4.9367850692354,1
"32","003","000528","32003000528","5.28","Census Tract 5.28","G5020","S",584406,0,"+36.1857515","-115.0852034",174,"32","003","000528","Census Tract 5.28, Clark County, NV",3196,1105,1064,41,3.7,3.710407239819,1
"32","003","000600","32003000600","6","Census Tract 6","G5020","S",640656,0,"+36.1624293","-115.1292682",311,"32","003","000600","Census Tract 6, Clark County, NV",2711,1441,1264,177,12.3,12.2831367106176,1
"32","003","000700","32003000700","7","Census Tract 7","G5020","S",1478745,0,"+36.1701274","-115.1411884",325,"32","003","000700","Census Tract 7, Clark County, NV",2943,952,884,68,7.1,7.14285714285714,1
"32","003","001003","32003001003","10.03","Census Tract 10.03","G5020","S",2590653,0,"+36.1519103","-115.2165348",315,"32","003","001003","Census Tract 10.03, Clark County, NV",4318,2435,2369,66,2.7,2.71047227926078,1
"32","003","001004","32003001004","10.04","Census Tract 10.04","G5020","S",2796863,0,"+36.1521190","-115.1979610",316,"32","003","001004","Census Tract 10.04, Clark County, NV",6993,3991,3697,294,7.4,7.36657479328489,1
"32","003","001005","32003001005","10.05","Census Tract 10.05","G5020","S",3240447,0,"+36.1671926","-115.1828166",318,"32","003","001005","Census Tract 10.05, Clark County, NV",1567,697,616,81,11.6,11.6212338593974,1
"32","003","001006","32003001006","10.06","Census Tract 10.06","G5020","S",2245909,0,"+36.1511979","-115.1808956",336,"32","003","001006","Census Tract 10.06, Clark County, NV",4032,2214,2044,170,7.7,7.67841011743451,1
"32","003","001100","32003001100","11","Census Tract 11","G5020","S",1341927,0,"+36.1513568","-115.1568241",337,"32","003","001100","Census Tract 11, Clark County, NV",3029,1531,1398,133,8.7,8.68713259307642,1
"32","003","001200","32003001200","12","Census Tract 12","G5020","S",1819228,0,"+36.1499740","-115.1465260",338,"32","003","001200","Census Tract 12, Clark County, NV",4158,1940,1774,166,8.6,8.55670103092783,1
"32","003","001300","32003001300","13","Census Tract 13","G5020","S",1786484,0,"+36.1519572","-115.1341608",339,"32","003","001300","Census Tract 13, Clark County, NV",4741,2832,2615,217,7.7,7.66242937853107,1
"32","003","001401","32003001401","14.01","Census Tract 14.01","G5020","S",1118382,0,"+36.1550270","-115.1199916",573,"32","003","001401","Census Tract 14.01, Clark County, NV",3511,1489,1419,70,4.7,4.70114170584285,1
"32","003","001402","32003001402","14.02","Census Tract 14.02","G5020","S",1746750,0,"+36.1478779","-115.1156435",175,"32","003","001402","Census Tract 14.02, Clark County, NV",4196,2226,2049,177,8,7.95148247978437,1
"32","003","001501","32003001501","15.01","Census Tract 15.01","G5020","S",1009466,0,"+36.1544766","-115.1061773",171,"32","003","001501","Census Tract 15.01, Clark County, NV",3481,1464,1384,80,5.5,5.46448087431694,1
"32","003","001502","32003001502","15.02","Census Tract 15.02","G5020","S",1351610,0,"+36.1517154","-115.0963416",574,"32","003","001502","Census Tract 15.02, Clark County, NV",4255,1521,1447,74,4.9,4.86522024983563,1
"32","003","001607","32003001607","16.07","Census Tract 16.07","G5020","S",1448760,0,"+36.1243394","-115.0713009",319,"32","003","001607","Census Tract 16.07, Clark County, NV",6715,1549,1385,164,10.6,10.5874757908328,1
"32","003","001608","32003001608","16.08","Census Tract 16.08","G5020","S",1288439,0,"+36.1396206","-115.0886809",320,"32","003","001608","Census Tract 16.08, Clark County, NV",2041,846,782,64,7.6,7.56501182033097,1
"32","003","001609","32003001609","16.09","Census Tract 16.09","G5020","S",1313211,0,"+36.1522139","-115.0868461",321,"32","003","001609","Census Tract 16.09, Clark County, NV",4371,2235,2048,187,8.4,8.3668903803132,1
"32","003","001610","32003001610","16.10","Census Tract 16.10","G5020","S",1186538,0,"+36.1511845","-115.0784252",328,"32","003","001610","Census Tract 16.10, Clark County, NV",3027,1357,1329,28,2.1,2.06337509211496,1
"32","003","001611","32003001611","16.11","Census Tract 16.11","G5020","S",1452982,0,"+36.1522170","-115.0692883",414,"32","003","001611","Census Tract 16.11, Clark County, NV",4913,2354,2235,119,5.1,5.05522514868309,1
"32","003","001613","32003001613","16.13","Census Tract 16.13","G5020","S",1267862,0,"+36.1333166","-115.0741460",593,"32","003","001613","Census Tract 16.13, Clark County, NV",4316,2336,2233,103,4.4,4.40924657534247,1
"32","003","001614","32003001614","16.14","Census Tract 16.14","G5020","S",479790,0,"+36.1397326","-115.0786679",29,"32","003","001614","Census Tract 16.14, Clark County, NV",2397,888,647,241,27.1,27.1396396396396,1
"32","003","001615","32003001615","16.15","Census Tract 16.15","G5020","S",796568,0,"+36.1412048","-115.0715604",28,"32","003","001615","Census Tract 16.15, Clark County, NV",4884,2543,2362,181,7.1,7.11757766417617,1
"32","003","001706","32003001706","17.06","Census Tract 17.06","G5020","S",1953339,0,"+36.1187404","-115.1056315",618,"32","003","001706","Census Tract 17.06, Clark County, NV",3441,1952,1818,134,6.9,6.86475409836066,1
"32","003","001707","32003001707","17.07","Census Tract 17.07","G5020","S",985867,0,"+36.1260634","-115.1121213",619,"32","003","001707","Census Tract 17.07, Clark County, NV",1838,893,827,66,7.4,7.39081746920493,1
"32","003","001708","32003001708","17.08","Census Tract 17.08","G5020","S",986613,0,"+36.1260028","-115.0986865",400,"32","003","001708","Census Tract 17.08, Clark County, NV",3520,1962,1890,72,3.7,3.6697247706422,1
"32","003","001709","32003001709","17.09","Census Tract 17.09","G5020","S",1024978,0,"+36.1212675","-115.0880347",416,"32","003","001709","Census Tract 17.09, Clark County, NV",1759,896,851,45,5,5.02232142857143,1
"32","003","001710","32003001710","17.10","Census Tract 17.10","G5020","S",1454918,0,"+36.1210862","-115.0788799",602,"32","003","001710","Census Tract 17.10, Clark County, NV",4916,2213,1992,221,10,9.98644374152734,1
"32","003","001711","32003001711","17.11","Census Tract 17.11","G5020","S",1209785,0,"+36.1114528","-115.1145843",603,"32","003","001711","Census Tract 17.11, Clark County, NV",3527,1852,1766,86,4.6,4.64362850971922,1
"32","003","001712","32003001712","17.12","Census Tract 17.12","G5020","S",1535348,0,"+36.1056438","-115.1076198",606,"32","003","001712","Census Tract 17.12, Clark County, NV",4364,1996,1887,109,5.5,5.46092184368737,1
"32","003","001713","32003001713","17.13","Census Tract 17.13","G5020","S",1378652,0,"+36.1076209","-115.0871286",607,"32","003","001713","Census Tract 17.13, Clark County, NV",3398,1634,1521,113,6.9,6.91554467564259,1
"32","003","001714","32003001714","17.14","Census Tract 17.14","G5020","S",1320601,0,"+36.1076374","-115.0779856",613,"32","003","001714","Census Tract 17.14, Clark County, NV",3591,1841,1728,113,6.1,6.13796849538294,1
"32","003","001715","32003001715","17.15","Census Tract 17.15","G5020","S",674719,0,"+36.1039170","-115.0687404",622,"32","003","001715","Census Tract 17.15, Clark County, NV",2753,1327,1236,91,6.9,6.85757347400151,1
"32","003","001716","32003001716","17.16","Census Tract 17.16","G5020","S",827207,0,"+36.1109027","-115.0677750",623,"32","003","001716","Census Tract 17.16, Clark County, NV",1732,829,767,62,7.5,7.4788902291918,1
"32","003","001717","32003001717","17.17","Census Tract 17.17","G5020","S",1384585,0,"+36.1076998","-115.0962725",389,"32","003","001717","Census Tract 17.17, Clark County, NV",1581,741,670,71,9.6,9.58164642375169,1
"32","003","001718","32003001718","17.18","Census Tract 17.18","G5020","S",716690,0,"+36.1035610","-115.0590118",390,"32","003","001718","Census Tract 17.18, Clark County, NV",3261,1399,1250,149,10.7,10.650464617584,1
"32","003","001801","32003001801","18.01","Census Tract 18.01","G5020","S",2047053,0,"+36.1355803","-115.0976258",409,"32","003","001801","Census Tract 18.01, Clark County, NV",6933,3736,3572,164,4.4,4.38972162740899,1
"32","003","001803","32003001803","18.03","Census Tract 18.03","G5020","S",955529,0,"+36.1334104","-115.1119451",417,"32","003","001803","Census Tract 18.03, Clark County, NV",2962,1926,1744,182,9.4,9.44963655244029,1
"32","003","001804","32003001804","18.04","Census Tract 18.04","G5020","S",976835,0,"+36.1407296","-115.1120612",499,"32","003","001804","Census Tract 18.04, Clark County, NV",3855,2011,1933,78,3.9,3.87866732968672,1
"32","003","001901","32003001901","19.01","Census Tract 19.01","G5020","S",1351678,0,"+36.1406685","-115.1278090",608,"32","003","001901","Census Tract 19.01, Clark County, NV",5382,2285,2198,87,3.8,3.8074398249453,1
"32","003","001902","32003001902","19.02","Census Tract 19.02","G5020","S",1302954,0,"+36.1333919","-115.1276884",624,"32","003","001902","Census Tract 19.02, Clark County, NV",4338,2120,2010,110,5.2,5.18867924528302,1
"32","003","002000","32003002000","20","Census Tract 20","G5020","S",2575738,0,"+36.1367960","-115.1458205",627,"32","003","002000","Census Tract 20, Clark County, NV",5008,2341,2099,242,10.3,10.3374626228108,1
"32","003","002201","32003002201","22.01","Census Tract 22.01","G5020","S",3372852,0,"+36.1363407","-115.1808348",392,"32","003","002201","Census Tract 22.01, Clark County, NV",4887,1880,1753,127,6.8,6.75531914893617,1
"32","003","002203","32003002203","22.03","Census Tract 22.03","G5020","S",975555,0,"+36.1411873","-115.2014648",393,"32","003","002203","Census Tract 22.03, Clark County, NV",4701,2297,2023,274,11.9,11.9286025250327,1
"32","003","002204","32003002204","22.04","Census Tract 22.04","G5020","S",672065,0,"+36.1375004","-115.1950167",413,"32","003","002204","Census Tract 22.04, Clark County, NV",4397,2271,2202,69,3,3.03830911492734,1
"32","003","002206","32003002206","22.06","Census Tract 22.06","G5020","S",1129640,0,"+36.1297331","-115.1981786",207,"32","003","002206","Census Tract 22.06, Clark County, NV",3429,1799,1720,79,4.4,4.39132851584213,1
"32","003","002207","32003002207","22.07","Census Tract 22.07","G5020","S",427885,0,"+36.1338691","-115.2040712",208,"32","003","002207","Census Tract 22.07, Clark County, NV",3964,2364,2231,133,5.6,5.62605752961083,1
"32","003","002302","32003002302","23.02","Census Tract 23.02","G5020","S",3197231,0,"+36.1317643","-115.1641314",183,"32","003","002302","Census Tract 23.02, Clark County, NV",776,260,240,20,7.7,7.69230769230769,1
"32","003","002403","32003002403","24.03","Census Tract 24.03","G5020","S",714988,0,"+36.1253681","-115.1504773",394,"32","003","002403","Census Tract 24.03, Clark County, NV",4730,1953,1778,175,9,8.96057347670251,1
"32","003","002404","32003002404","24.04","Census Tract 24.04","G5020","S",683025,0,"+36.1259591","-115.1416250",359,"32","003","002404","Census Tract 24.04, Clark County, NV",5974,2095,1934,161,7.7,7.68496420047733,1
"32","003","002405","32003002405","24.05","Census Tract 24.05","G5020","S",570457,0,"+36.1179912","-115.1505384",395,"32","003","002405","Census Tract 24.05, Clark County, NV",4340,2152,2065,87,4,4.04275092936803,1
"32","003","002406","32003002406","24.06","Census Tract 24.06","G5020","S",640158,0,"+36.1184282","-115.1419098",396,"32","003","002406","Census Tract 24.06, Clark County, NV",4023,2003,1835,168,8.4,8.38741887169246,1
"32","003","002501","32003002501","25.01","Census Tract 25.01","G5020","S",2798931,0,"+36.1222392","-115.1281242",397,"32","003","002501","Census Tract 25.01, Clark County, NV",6265,3791,3554,237,6.3,6.25164864151939,1
"32","003","002504","32003002504","25.04","Census Tract 25.04","G5020","S",1235506,0,"+36.1041205","-115.1279489",398,"32","003","002504","Census Tract 25.04, Clark County, NV",3917,2636,2343,293,11.1,11.1153262518968,1
"32","003","002505","32003002505","25.05","Census Tract 25.05","G5020","S",676346,0,"+36.1110804","-115.1237269",399,"32","003","002505","Census Tract 25.05, Clark County, NV",2180,1466,1365,101,6.9,6.88949522510232,1
"32","003","002506","32003002506","25.06","Census Tract 25.06","G5020","S",647391,0,"+36.1111658","-115.1329807",408,"32","003","002506","Census Tract 25.06, Clark County, NV",3634,2333,2095,238,10.2,10.2014573510502,1
"32","003","002603","32003002603","26.03","Census Tract 26.03","G5020","S",1990482,0,"+36.1080614","-115.1446892",401,"32","003","002603","Census Tract 26.03, Clark County, NV",3688,2338,2197,141,6,6.03079555175364,1
"32","003","002604","32003002604","26.04","Census Tract 26.04","G5020","S",1009369,0,"+36.1047800","-115.1571534",247,"32","003","002604","Census Tract 26.04, Clark County, NV",2584,1138,1077,61,5.4,5.36028119507909,1
"32","003","002605","32003002605","26.05","Census Tract 26.05","G5020","S",599666,0,"+36.1113830","-115.1591191",209,"32","003","002605","Census Tract 26.05, Clark County, NV",1415,194,186,8,4.1,4.12371134020619,1
"32","003","002706","32003002706","27.06","Census Tract 27.06","G5020","S",653629,0,"+36.0988877","-115.1279840",410,"32","003","002706","Census Tract 27.06, Clark County, NV",3966,2308,2056,252,10.9,10.9185441941075,1
"32","003","002707","32003002707","27.07","Census Tract 27.07","G5020","S",1664974,0,"+36.0901144","-115.1244788",689,"32","003","002707","Census Tract 27.07, Clark County, NV",4096,2547,2367,180,7.1,7.06713780918728,1
"32","003","002708","32003002708","27.08","Census Tract 27.08","G5020","S",374461,0,"+36.0931031","-115.1345984",363,"32","003","002708","Census Tract 27.08, Clark County, NV",2824,1498,1349,149,9.9,9.94659546061415,1
"32","003","002808","32003002808","28.08","Census Tract 28.08","G5020","S",4518859,0,"+36.0625599","-115.1070376",694,"32","003","002808","Census Tract 28.08, Clark County, NV",2210,1151,1073,78,6.8,6.77671589921807,1
"32","003","002810","32003002810","28.10","Census Tract 28.10","G5020","S",1211253,0,"+36.0357371","-115.1765436",695,"32","003","002810","Census Tract 28.10, Clark County, NV",3636,2824,2668,156,5.5,5.52407932011331,1
"32","003","002811","32003002811","28.11","Census Tract 28.11","G5020","S",2418731,0,"+36.0341924","-115.1252047",696,"32","003","002811","Census Tract 28.11, Clark County, NV",4243,2718,2579,139,5.1,5.1140544518028,1
"32","003","002814","32003002814","28.14","Census Tract 28.14","G5020","S",2261363,0,"+36.0197522","-115.1282152",423,"32","003","002814","Census Tract 28.14, Clark County, NV",5349,3069,2813,256,8.3,8.34147930922125,1
"32","003","002821","32003002821","28.21","Census Tract 28.21","G5020","S",2720949,0,"+36.0781951","-115.0822101",686,"32","003","002821","Census Tract 28.21, Clark County, NV",5070,2862,2768,94,3.3,3.28441649196366,1
"32","003","002822","32003002822","28.22","Census Tract 28.22","G5020","S",1441638,0,"+36.0955855","-115.0708546",439,"32","003","002822","Census Tract 28.22, Clark County, NV",4141,1907,1783,124,6.5,6.5023597273204,1
"32","003","002823","32003002823","28.23","Census Tract 28.23","G5020","S",893631,0,"+36.0972275","-115.1085368",425,"32","003","002823","Census Tract 28.23, Clark County, NV",3956,2492,2381,111,4.5,4.45425361155698,1
"32","003","002824","32003002824","28.24","Census Tract 28.24","G5020","S",1541872,0,"+36.0908129","-115.1107597",432,"32","003","002824","Census Tract 28.24, Clark County, NV",1743,730,686,44,6,6.02739726027397,1
"32","003","002825","32003002825","28.25","Census Tract 28.25","G5020","S",1333215,0,"+36.0929960","-115.0962225",429,"32","003","002825","Census Tract 28.25, Clark County, NV",3408,2228,2108,120,5.4,5.38599640933573,1
"32","003","002826","32003002826","28.26","Census Tract 28.26","G5020","S",1421697,0,"+36.0931193","-115.0866553",427,"32","003","002826","Census Tract 28.26, Clark County, NV",3104,1495,1351,144,9.6,9.63210702341137,1
"32","003","002828","32003002828","28.28","Census Tract 28.28","G5020","S",3190154,0,"+36.0334337","-115.1633581",430,"32","003","002828","Census Tract 28.28, Clark County, NV",3674,2044,1979,65,3.2,3.18003913894325,1
"32","003","002829","32003002829","28.29","Census Tract 28.29","G5020","S",1367691,0,"+36.0351258","-115.1496515",431,"32","003","002829","Census Tract 28.29, Clark County, NV",3681,2470,2387,83,3.4,3.36032388663968,1
"32","003","002830","32003002830","28.30","Census Tract 28.30","G5020","S",1785696,0,"+36.0350215","-115.1386828",436,"32","003","002830","Census Tract 28.30, Clark County, NV",5325,3524,3157,367,10.4,10.4143019296254,1
"32","003","002833","32003002833","28.33","Census Tract 28.33","G5020","S",1374421,0,"+36.0243297","-115.1454575",433,"32","003","002833","Census Tract 28.33, Clark County, NV",5318,3316,3196,120,3.6,3.61881785283474,1
"32","003","002834","32003002834","28.34","Census Tract 28.34","G5020","S",1317784,0,"+36.0169089","-115.1455745",434,"32","003","002834","Census Tract 28.34, Clark County, NV",5366,3276,3158,118,3.6,3.6019536019536,1
"32","003","002835","32003002835","28.35","Census Tract 28.35","G5020","S",609941,0,"+36.0098671","-115.1502415",448,"32","003","002835","Census Tract 28.35, Clark County, NV",2858,1694,1595,99,5.8,5.84415584415584,1
"32","003","002836","32003002836","28.36","Census Tract 28.36","G5020","S",611613,0,"+36.0098284","-115.1412598",449,"32","003","002836","Census Tract 28.36, Clark County, NV",2888,1884,1826,58,3.1,3.07855626326964,1
"32","003","002837","32003002837","28.37","Census Tract 28.37","G5020","S",5879297,0,"+36.0496529","-115.1600738",759,"32","003","002837","Census Tract 28.37, Clark County, NV",6073,4110,3775,335,8.2,8.15085158150852,1
"32","003","002838","32003002838","28.38","Census Tract 28.38","G5020","S",3241786,0,"+36.0501530","-115.1291522",229,"32","003","002838","Census Tract 28.38, Clark County, NV",5631,3230,2920,310,9.6,9.59752321981424,1
"32","003","002842","32003002842","28.42","Census Tract 28.42","G5020","S",3190906,0,"+35.9740647","-115.1712925",222,"32","003","002842","Census Tract 28.42, Clark County, NV",6920,4457,4134,323,7.2,7.24702714830604,1
"32","003","002844","32003002844","28.44","Census Tract 28.44","G5020","S",1299884,0,"+36.0028347","-115.1459034",219,"32","003","002844","Census Tract 28.44, Clark County, NV",6075,3067,2926,141,4.6,4.59732637756766,1
"32","003","002845","32003002845","28.45","Census Tract 28.45","G5020","S",925441,0,"+36.0025623","-115.1301386",617,"32","003","002845","Census Tract 28.45, Clark County, NV",6587,4105,3900,205,5,4.99390986601705,1
"32","003","002846","32003002846","28.46","Census Tract 28.46","G5020","S",1628398,0,"+36.0089956","-115.1261626",218,"32","003","002846","Census Tract 28.46, Clark County, NV",5870,3545,3359,186,5.2,5.24682651622003,1
"32","003","002847","32003002847","28.47","Census Tract 28.47","G5020","S",7796310,0,"+36.0647540","-115.1522372",758,"32","003","002847","Census Tract 28.47, Clark County, NV",4144,2748,2502,246,9,8.95196506550218,1
"32","003","002848","32003002848","28.48","Census Tract 28.48","G5020","S",1064777,0,"+36.0607897","-115.1288210",172,"32","003","002848","Census Tract 28.48, Clark County, NV",3834,2216,2131,85,3.8,3.83574007220217,1
"32","003","002849","32003002849","28.49","Census Tract 28.49","G5020","S",656893,0,"+36.0209592","-115.1678712",31,"32","003","002849","Census Tract 28.49, Clark County, NV",3236,2779,2625,154,5.5,5.54156171284635,1
"32","003","002850","32003002850","28.50","Census Tract 28.50","G5020","S",1296888,0,"+36.0180110","-115.1612551",36,"32","003","002850","Census Tract 28.50, Clark County, NV",3948,2454,2340,114,4.6,4.64547677261614,1
"32","003","002851","32003002851","28.51","Census Tract 28.51","G5020","S",1552589,0,"+35.9953493","-115.1397551",41,"32","003","002851","Census Tract 28.51, Clark County, NV",6520,4544,4289,255,5.6,5.61179577464789,1
"32","003","002852","32003002852","28.52","Census Tract 28.52","G5020","S",867369,0,"+35.9930398","-115.1561673",69,"32","003","002852","Census Tract 28.52, Clark County, NV",1427,540,499,41,7.6,7.59259259259259,1
"32","003","002853","32003002853","28.53","Census Tract 28.53","G5020","S",1177747,0,"+35.9868977","-115.1497278",42,"32","003","002853","Census Tract 28.53, Clark County, NV",2956,2106,1998,108,5.1,5.12820512820513,1
"32","003","002901","32003002901","29.01","Census Tract 29.01","G5020","S",1243733,0,"+36.0379681","-115.2273682",23,"32","003","002901","Census Tract 29.01, Clark County, NV",5817,2981,2884,97,3.3,3.25394163032539,1
"32","003","002902","32003002902","29.02","Census Tract 29.02","G5020","S",2486142,0,"+36.0313505","-115.2356068",45,"32","003","002902","Census Tract 29.02, Clark County, NV",4839,2286,2180,106,4.6,4.63692038495188,1
"32","003","002905","32003002905","29.05","Census Tract 29.05","G5020","S",2712853,0,"+36.1518241","-115.2343383",454,"32","003","002905","Census Tract 29.05, Clark County, NV",5515,2748,2383,365,13.3,13.2823871906841,1
"32","003","002915","32003002915","29.15","Census Tract 29.15","G5020","S",2740731,0,"+36.1515189","-115.2705680",462,"32","003","002915","Census Tract 29.15, Clark County, NV",5307,2589,2320,269,10.4,10.39011201236,1
"32","003","002919","32003002919","29.19","Census Tract 29.19","G5020","S",2645848,0,"+36.1219448","-115.2519736",464,"32","003","002919","Census Tract 29.19, Clark County, NV",4643,2677,2538,139,5.2,5.19237952932387,1
"32","003","002935","32003002935","29.35","Census Tract 29.35","G5020","S",924466,0,"+36.1201588","-115.2206891",465,"32","003","002935","Census Tract 29.35, Clark County, NV",1680,900,855,45,5,5,1
"32","003","002936","32003002936","29.36","Census Tract 29.36","G5020","S",997290,0,"+36.1199688","-115.2294120",497,"32","003","002936","Census Tract 29.36, Clark County, NV",3357,1523,1438,85,5.6,5.58108995403808,1
"32","003","002937","32003002937","29.37","Census Tract 29.37","G5020","S",1210736,0,"+36.1338212","-115.2118105",692,"32","003","002937","Census Tract 29.37, Clark County, NV",5213,2873,2518,355,12.4,12.3564218586843,1
"32","003","002938","32003002938","29.38","Census Tract 29.38","G5020","S",1946632,0,"+36.1360379","-115.2196218",693,"32","003","002938","Census Tract 29.38, Clark County, NV",1730,834,814,20,2.4,2.39808153477218,1
"32","003","002939","32003002939","29.39","Census Tract 29.39","G5020","S",2618618,0,"+36.1366297","-115.2519615",697,"32","003","002939","Census Tract 29.39, Clark County, NV",1895,946,893,53,5.6,5.60253699788584,1
"32","003","002940","32003002940","29.40","Census Tract 29.40","G5020","S",980994,0,"+36.1263079","-115.2684939",365,"32","003","002940","Census Tract 29.40, Clark County, NV",3880,2556,2237,319,12.5,12.4804381846635,1
"32","003","002941","32003002941","29.41","Census Tract 29.41","G5020","S",1475492,0,"+36.1070471","-115.2482009",698,"32","003","002941","Census Tract 29.41, Clark County, NV",5285,3244,2945,299,9.2,9.2170160295931,1
"32","003","002942","32003002942","29.42","Census Tract 29.42","G5020","S",1334803,0,"+36.1071324","-115.2385250",699,"32","003","002942","Census Tract 29.42, Clark County, NV",4663,2538,2376,162,6.4,6.38297872340426,1
"32","003","002944","32003002944","29.44","Census Tract 29.44","G5020","S",1608028,0,"+36.1044370","-115.2708283",440,"32","003","002944","Census Tract 29.44, Clark County, NV",4819,2780,2669,111,4,3.99280575539568,1
"32","003","002946","32003002946","29.46","Census Tract 29.46","G5020","S",912249,0,"+36.1205924","-115.2122943",441,"32","003","002946","Census Tract 29.46, Clark County, NV",2064,940,870,70,7.4,7.4468085106383,1
"32","003","002947","32003002947","29.47","Census Tract 29.47","G5020","S",3337436,0,"+36.1348469","-115.2340194",442,"32","003","002947","Census Tract 29.47, Clark County, NV",2592,1659,1591,68,4.1,4.09885473176612,1
"32","003","002948","32003002948","29.48","Census Tract 29.48","G5020","S",1314223,0,"+36.1071430","-115.2294690",444,"32","003","002948","Census Tract 29.48, Clark County, NV",3522,1798,1620,178,9.9,9.89988876529477,1
